Drug,Primary indication,Virus,Group,Cell cultures/co-cultures,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Phase IV,Approved,Potential target,Reference,Reference2,Virus Family,Virus Name,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,Mode_of_action,InChI_Key
Ivermectin,Approved antiprotozoal,DENV,(+)ssRNA,,,,,*,*,,,Human importins,NCT03432442; NCT02045069,,Flaviviridae,Dengue virus,Dengue fever,2,DB00602,46936176,Importin ?/?-mediated nuclear import inhibitor,SPBDXSGPUHCETR-CVSKBELMSA-N
Labyrinthopeptin A1,Research compound,DENV,(+)ssRNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Flaviviridae,Dengue virus,Dengue fever,2,,,Viral membrane perforation,
Labyrinthopeptin A2,Research compound,DENV,(+)ssRNA,*,,,,,,,,viral membrane lipid phosphatidylethanolamine,PMID:31666384,,Flaviviridae,Dengue virus,Dengue fever,2,,,Viral membrane perforation,
Lovastatin,Approved lipid-lowering,DENV,(+)ssRNA,*,,*,,,,,,Human HMGCR,PMID:24586275,,Flaviviridae,Dengue virus,Dengue fever,2,DB00227,53232,HMG-CoA reductase inhibitor,PCZOHLXUXFIOCF-BXMDZJJMSA-N
Luteolin,Approved anticancer,DENV,(+)ssRNA,*,,,,,,,,Unknown,PMID:29665375,,Flaviviridae,Dengue virus,Dengue fever,2,,5280445,,IQPNAANSBPBGFQ-UHFFFAOYSA-N
Manidipine,Approved antihypertensive,DENV,(+)ssRNA,*,,,,,,,,Multiple,PMID:28814523,PMID: 26191220,Flaviviridae,Dengue virus,Dengue fever,2,DB09238,4008,Calcium channel blocker,ANEBWFXPVPTEET-UHFFFAOYSA-N
Metformin,Approved anti-T2D,DENV,(+)ssRNA,*,,,,,,,,Human AMPK,PMID:28384260,,Flaviviridae,Dengue virus,Dengue fever,2,DB00331,4091,AMPK activator,XZWYZXLIPXDOLR-UHFFFAOYSA-N
Minocycline,Approved antibacterial,DENV,(+)ssRNA,*,,*,,,,,,Human PADI4,PMID:29752950,,Flaviviridae,Dengue virus,Dengue fever,2,DB01017,54675783,Bacterial protein synthesis inhibitor by binding with the 30S ribosomal subunit.,DYKFCLLONBREIL-KVUCHLLUSA-N
Mitoxantrone,Approved anticancer,DENV,(+)ssRNA,*,,,,,,,,Human TOP2,PMID:30791609,,Flaviviridae,Dengue virus,Dengue fever,2,DB01204,4212,Topoisomerase II inhibitor,KKZJGLLVHKMTCM-UHFFFAOYSA-N
Mycophenolic acid,Approved immunosuppressant,DENV,(+)ssRNA,*,,,,,,,,Human IMPDH,PMID:12504563,,Flaviviridae,Dengue virus,Dengue fever,2,DB01024,446541,Inosine monophosphate dehydrogenase inhibitor,HPNSFSBZBAHARI-RUDMXATFSA-N
Nelfinavir,Approved antiviral,DENV,(+)ssRNA,*,,,,,,,,Viral protease,https://doi.org/10.1039/C5RA14469H,,Flaviviridae,Dengue virus,Dengue fever,2,DB00220,64143,HIV protease inhibitor,QAGYKUNXZHXKMR-HKWSIXNMSA-N
Niclosamide,Approved antihelmintic,DENV,(+)ssRNA,*,,*,,,,,,Multiple,PMID:30125275,,Flaviviridae,Dengue virus,Dengue fever,2,DB06803,4477,,
Posaconazole,Approved antifungal,DENV,(+)ssRNA,*,,,,,,,,Human OSBP,PMID:29981375,,Flaviviridae,Dengue virus,Dengue fever,2,DB01263,468595,,RAGOYPUPXAKGKH-XAKZXMRKSA-N
Quinacrine,Approved antiparasitic,DENV,(+)ssRNA,*,,,,,,,,Unknown,PMID: 27889529,,Flaviviridae,Dengue virus,Dengue fever,2,DB01103,237,,GPKJTRJOBQGKQK-UHFFFAOYSA-N
Quinine,Approved antimalarial,DENV,(+)ssRNA,*,,,,,,,,Unknown,PMID:30055216,,Flaviviridae,Dengue virus,Dengue fever,2,DB00468,3034034,,LOUPRKONTZGTKE-WZBLMQSHSA-N
Raloxifene,Approved antiosteoporosis,DENV,(+)ssRNA,*,,,,,,,,Human ER,PMID:30791609,,Flaviviridae,Dengue virus,Dengue fever,2,DB00481,5035,Selective estrogen receptor modulator,GZUITABIAKMVPG-UHFFFAOYSA-N
Remdesivir,Investigational antiviral,DENV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28262699,,Flaviviridae,Dengue virus,Dengue fever,2,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Saracatinib,Approved anticancer,DENV,(+)ssRNA,*,,,,,,,,Tyrosine Kinase,PMID: 23616652,,Flaviviridae,Dengue virus,Dengue fever,2,DB11805,10302451,Unknown,OUKYUETWWIPKQR-UHFFFAOYSA-N
Simvastatin,Approved lipid-lowering,DENV,(+)ssRNA,*,,,,,,,,Human HMGCR,PMID:27431377,,Flaviviridae,Dengue virus,Dengue fever,2,DB00641,54454,HMG CoA reductase inhibitor,RYMZZMVNJRMUDD-HGQWONQESA-N
Sofosbuvir,Approved antiviral,DENV,(+)ssRNA,*,,,,,,,,Viral RNA pol,PMID:28834304,PMID: 25944857,Flaviviridae,Dengue virus,Dengue fever,2,DB08934,45375808,Nucleotide analog inhibitor of HCV NS5B RNA-dependent RNA polymerase,TTZHDVOVKQGIBA-IQWMDFIBSA-N
Sunitinib,Approved anticancer,DENV,(+)ssRNA,*,,*,,,,,,Human RTKs,PMID:28240606,,Flaviviridae,Dengue virus,Dengue fever,2,DB01268,5329102,Broad TK inhibitor,WINHZLLDWRZWRT-ATVHPVEESA-N
Suramin,Approved antiprotozoal,DENV,(+)ssRNA,*,,,,,,,,Multiple,PMID:25281902,,Flaviviridae,Dengue virus,Dengue fever,2,DB04786,5361,Unclear,FIAFUQMPZJWCLV-UHFFFAOYSA-N
Topotecan,Approved anticancer,DENV,(+)ssRNA,*,,,,,,,,Human TOP1,PMID:24727241,,Flaviviridae,Dengue virus,Dengue fever,2,DB01030,60700,Topoisomerase I inhibitor. Camptothecin analog,UCFGDBYHRUNTLO-QHCPKHFHSA-N
Amiodarone,Approved antiarrhythmic,EBOV,(-)ssRNA,*,,,,*,*,,,Human CYPs,NCT02307591,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01118,2157,Non-competitive ß-adrenergic inhibitor,Approved
Amodiaquine,Approved antimalarial,EBOV,(-)ssRNA,*,,,,,,,,Unknown,PMID:30395872,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00613,2165,Methyltransferase inhibitor,OVCDSSHSILBFBN-UHFFFAOYSA-N
Arbidol (Umifenovir),Approved antiviral,EBOV,(-)ssRNA,*,,,,,,,,Multiple,PMID:30700611,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB13609,131411,,KCFYEAOKVJSACF-UHFFFAOYSA-N
Artesunate,Approved antimalarial,EBOV,(-)ssRNA,,,,,*,*,,,Unknown,NCT02307591,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB09274,6917864,Unclear,FIHJKUPKCHIPAT-AHIGJZGOSA-N
Azithromycin,Approved antibacterial,EBOV,(-)ssRNA,*,,*,*,*,,,,Unknown,PMID:27622822; NCT02380625,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00207,447043,,MQTOSJVFKKJCRP-BICOPXKESA-N
BCX4430 (Galidesivir),Approved antiviral,EBOV,(-)ssRNA,,,,*,,,,,Viral RNA pol,NCT02319772,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB11676,10445549,RNA-dependent RNA polymerase (RdRp) inhibitor,AMFDITJFBUXZQN-KUBHLMPHSA-N
Benztropine,Approved anticholinergic,EBOV,(-)ssRNA,*,,,,,,,,Presynaptic carrier-mediated DAT,PMID: 26202243,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00245,1201549,Selective inhibition of dopamine transporters but it also presents affinity for histamine and muscarine receptors,GIJXKZJWITVLHI-PMOLBWCYSA-N
Bepridil,Approved anti-anginal; withdrawn,EBOV,(-)ssRNA,*,,,,,,,,Viral glycoproteins,PMID:29939303,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01244,2351,Calcium / Potassium / Sodium channel antagonist,UIEATEWHFDRYRU-UHFFFAOYSA-N
Brincidofovir,Investigational antiviral,EBOV,(-)ssRNA,,,,,*,,,,Viral RNA pol,PACTR201411000939962; NCT02271347,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Chloroquine,Approved antimalarial,EBOV,(-)ssRNA,*,,*,,,,,,Unknown,PMID:27622822,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00608,2719,Antimalaria agent; chemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Clomipramine,Approved,EBOV,(+)ssRNA,*,,,,,,,,Multiple,PMID: 29741894,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01242,2801,,GDLIGKIOYRNHDA-UHFFFAOYSA-N
Dalbavancin,Approved antibacterial,EBOV,(-)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB06219,23724878,,KGPGQDLTDHGEGT-VBZOGQDBSA-N
Diphyllin,Investigational anticancer,EBOV,(-)ssRNA,*,,,,,,,,Human vATPase,PMID:30335906,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,,100492,V?ATPase Inhibitor,VMEJANRODATDOF-UHFFFAOYSA-N
EIPA (amiloride),Approved anti-arrhythmic,EBOV,(-)ssRNA,*,,,,,,,,Human SLC9A1,PMID:27161622,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00594,16231,Epithelial sodium channel inhibitor,XSDQTOBWRPYKKA-UHFFFAOYSA-N
Emetine,Approved antiprotozoal,EBOV,(-)ssRNA,*,,,,,,,,Human ribosome,PMID:29872540,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB13393,10219,,AUVVAXYIELKVAI-CKBKHPSWSA-N
Erlotinib,Approved anticancer,EBOV,(-)ssRNA,*,,,*,*,,,,Human RTKs,PMID:28240606; NCT02380625,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00530,176870,EGFR inhibitor,AAKJLRGGTJKAMG-UHFFFAOYSA-N
Favipiravir,Approved antiviral,EBOV,(-)ssRNA,,,,,*,,,,Viral RNA pol,NCT02329054,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Lovastatin,Approved lipid-lowering,EBOV,(-)ssRNA,*,,,,,,,,Human HMGCR,PMID:29717011,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00227,53232,HMG-CoA reductase inhibitor,PCZOHLXUXFIOCF-BXMDZJJMSA-N
Nafamostat,Approved anticoagulant,EBOV,(-)ssRNA,*,,,,,,,,Human TMPRSS2,PMID:26346967,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB12598,4413,Synthetic serine protease inhibitor,MQQNFDZXWVTQEH-UHFFFAOYSA-N
Niclosamide,Approved antihelmintic,EBOV,(-)ssRNA,*,,,,,,,,Multiple,PMID:30700611,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB06803,4477,,
Oritavancin,Approved antibacterial,EBOV,(-)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB04911,16136912,Transglycosylation; transpeptidation and cell membrane interaction/disruption inhibitor,VHFGEBVPHAGQPI-LXKZPTCJSA-N
Posaconazole,Approved antifungal,EBOV,(-)ssRNA,*,,,,,,,,Human OSBP,PMID:27890675,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01263,468595,,RAGOYPUPXAKGKH-XAKZXMRKSA-N
Quinacrine,Approved antiparasitic,EBOV,(-)ssRNA,,*,,,,,,,Unknown,PMID: 31307979?,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01103,237,,GPKJTRJOBQGKQK-UHFFFAOYSA-N
Raloxifene,Approved antiosteoporosis,EBOV,(-)ssRNA,*,,*,,,,,,Human ER,PMID:23785035,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00481,5035,Selective estrogen receptor modulator,GZUITABIAKMVPG-UHFFFAOYSA-N
Remdesivir,Investigational antiviral,EBOV,(-)ssRNA,,,,,,*,,,Viral RNA pol,NCT03719586,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB14761,121304016,Viral RNA polymerase inhibitor,RWWYLEGWBNMMLJ-YSOARWBDSA-N
Silvestrol,Investigational anticancer,EBOV,(-)ssRNA,*,,,,,,,,Human EIF4A,PMID:27864075,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,,11787114,Inhibitor of translation initiation by targeting the RNA helicase,GVKXFVCXBFGBCD-QKDMMWSPSA-N
Sunitinib,Approved anticancer,EBOV,(-)ssRNA,*,,*,*,*,,,,Human RTKs,PMID:28240606; NCT02380625,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01268,5329102,Broad TK inhibitor,WINHZLLDWRZWRT-ATVHPVEESA-N
Suramin,Approved antiprotozoal,EBOV,(-)ssRNA,*,,,,,,,,Multiple,PMID:27581733,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB04786,5361,Unclear,FIAFUQMPZJWCLV-UHFFFAOYSA-N
Tamoxifen,Approved anticancer,EBOV,(-)ssRNA,*,,*,,,,,,Human ER,PMID:23785035,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00675,2733526,Estrogen receptor antagonist,NKANXQFJJICGDU-QPLCGJKRSA-N
Teicoplanin,Approved antibacterial,EBOV,(-)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB06149,16131923,Peptidoglycan polymerization inhibitor,BJNLLBUOHPVGFT-QRZIFLFXSA-N
Telavancin,Approved antibacterial,EBOV,(-)ssRNA,*,,,,,,,,Human CTSL,PMID:26953343,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB06402,3081362,Bacterial cell wall synthesis inhiitor,ONUMZHGUFYIKPM-MXNFEBESSA-N
Teriflunomide,Approved immunomodulatory,EBOV,(-)ssRNA,*,,,,,,,,Unknown,PMID: 30081931,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB08880,54684141,,UTNUDOFZCWSZMS-YFHOEESVSA-N
Tilorone (Amixin),Approved antiviral (Russia and Ukraine),EBOV,(-)ssRNA,,,,,,,,*,Unknown,PMID: 29133569,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,,5475,Interferon inducer,MPMFCABZENCRHV-UHFFFAOYSA-N
Topotecan,Approved anticancer,EBOV,(-)ssRNA,*,,*,,,,,,Human TOP1,PMID:27127234,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB01030,60700,Topoisomerase I inhibitor. Camptothecin analog,UCFGDBYHRUNTLO-QHCPKHFHSA-N
Toremifene,Approved,EBOV,(-)ssRNA,*,,,,,,,,ER?,PMID: 27362232,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00539,3005573,Estrogen receptor alpha modulator,XFCLJVABOIYOMF-QPLCGJKRSA-N
Verapamil,Approved antiarrhythmic,EBOV,(-)ssRNA,*,,*,,,,,,Human CACNA1C,PMID:25722412,,Filoviridae,Ebola virus,Ebola hemorrhagic fever,3,DB00661,2520,Voltage-dependent calcium channels inhibitor,SGTNSNPWRIOYBX-UHFFFAOYSA-N
Aciclovir,Approved antiviral,EBV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:29899236,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB00787,2022,Viral DNA polymerase inhibitor,MKUXAQIIEYXACX-UHFFFAOYSA-N
Artesunate,Approved antimalarial,EBV,dsDNA,*,,,,,,,,Unknown,PMID:30677427,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB09274,6917864,Unclear,FIHJKUPKCHIPAT-AHIGJZGOSA-N
Brincidofovir,Investigational antiviral,EBV,dsDNA,,,,,,*,,,Viral DNA pol,NCT01769170,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB12151,483477,Viral DNA polymerase inhibitor,CRDDLOITBKEPRN-UQIIZPHYSA-M
Camptothecin,Investigational anticancer,EBV,dsDNA,*,,,,,,,,Human TOP1,PMID:19494003,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB04690,24360,Topoisomerase I inhibitor,VSJKWCGYPAHWDS-FQEVSTJZSA-N
Chlorpromazine,Approved antipsychotic agent,EBV,dsDNA,,*,,,,,,,Clathrin-mediated endocytosis,PMID: 6087356,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB00477,2726,Inhibits assembly of clathrin-coated pits at the plasma membrane,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
Cidofovir,Approved antiviral,EBV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB00369,60613,Viral DNA polymerase inhibitor,FPKARFMSZDBYQF-ILKKLZGPSA-N
Emodin,Investigational anticancer,EBV,dsDNA,*,,,,,,,,Multiple,PMID:24448066,PMID: 29298032,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB07715,3220,,RHMXXJGYXNZAPX-UHFFFAOYSA-N
Filociclovir,Investigational antiviral,EBV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB12438,3006048,Dual DNA polymerase/kinase inhibitor; Nucleoside analog,KMUNHOKTIVSFRA-KXFIGUGUSA-N
Foscarnet,Approved antiviral,EBV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30677427,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB00529,3415,Pyrophosphate analog DNA polymerase inhibitor,ZJAOAACCNHFJAH-UHFFFAOYSA-N
Ganciclovir,Approved antiviral,EBV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30677427,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB01004,3454,Viral RNA polymerase inhibitor,IRSCQMHQWWYFCW-UHFFFAOYSA-N
Glycyrrhizin,Approved anti-inflammatory,EBV,dsDNA,*,,,,,,,,Human TNF,PMID:18423902,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB13751,14982,,LPLVUJXQOOQHMX-QWBHMCJMSA-N
Leflunomide,Approved immunosuppressant,EBV,dsDNA,*,,*,,,,,,Human DHODH,PMID:28574826,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB01097,3899,Pyrimidine synthesis inhibitor,VHOGYURTWQBHIL-UHFFFAOYSA-N
Letermovir,Approved antiviral,EBV,dsDNA,*,,,,,,,,Viral terminase,PMID:30677427,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB12070,45138674,Inhibitor  the DNA terminase complex of cytomegalovirus activity,FWYSMLBETOMXAG-QHCPKHFHSA-N
Luteolin,Approved anticancer,EBV,dsDNA,*,,,,,,,,Unknown,PMID:27185626,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,,5280445,,IQPNAANSBPBGFQ-UHFFFAOYSA-N
Niclosamide,Approved antihelmintic,EBV,dsDNA,*,,,,,,,,Multiple,PMID:27939840,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB06803,4477,,
N-MCT,Investigational antiviral,EBV,dsDNA,*,,,,,,,,Viral DNA pol,PMID:30287227,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,,445212,,NOWRLNPOENZFHP-ARHDFHRDSA-N
Novobiocin,Approved antibacterial,EBV,dsDNA,*,,,,,,,,Multiple,PMID:24821256,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB01051,54675769,Bacterial DNA gyrase inhibitor (targeting GyrB),YJQPYGGHQPGBLI-KGSXXDOSSA-N
Promethazine,Approved antihistamine,EBV,dsDNA,,*,,,,,,,Clathrin-mediated endocytosis,PMID: 6087356,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB01069,4927,Inhibits assembly of clathrin-coated pits at the plasma membrane,PWWVAXIEGOYWEE-UHFFFAOYSA-N
Roscovitine (Seliciclib),Investigational anti-Cushing disease,EBV,dsDNA,*,,,,,,,,Human CDKs,PMID:21209116,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB06195,160355,Cyclin-dependent kinase (CDK) inhibitor,BTIHMVBBUGXLCJ-OAHLLOKOSA-N
Teriflunomide,Approved immunomodulatory,EBV,dsDNA,*,,,,,,,,Unknown,PMID: 28574826,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB08880,54684141,,UTNUDOFZCWSZMS-YFHOEESVSA-N
Valacyclovir,Approved antiviral,EBV,dsDNA,,,,,,,,*,Viral DNA pol,CID:135398741,,Herpesviridae,Epstein-Barr virus,Infectious mononucleosis,12,DB00577,60773, Nucleoside analog DNA polymerase enzyme inhibitor; L-valine ester of aciclovir.,HDOVUKNUBWVHOX-QMMMGPOBSA-N
ABT-263,Investigational anticancer,FLUAV,(-)ssRNA,*,,*,,,,,,Human BCL2,PMID:23887633,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB12340,24978538,Bcl-2/Bcl-xL inhibitor,JLYAXFNOILIKPP-KXQOOQHDSA-N
Acetylsalicylic acid,Approved anti-inflammatory,FLUAV,(-)ssRNA,*,,,,,,,,Human PTGS1,PMID:17324159,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00945,2244,Cyclooxygenase inhibitor,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
Aprotinin,Approved antifibrinilytic,FLUAV,(-)ssRNA,*,,,,,,,,Multiple,PMID:21602614,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB06692,53487898,Serine protease inhibitor,ZPNFWUPYTFPOJU-YSFZTAPISA-N
Arbidol (Umifenovir),Approved antiviral,FLUAV,(-)ssRNA,,,,,,*,*,*,Multiple,CID:131411; NCT01651663,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB13609,131411,,KCFYEAOKVJSACF-UHFFFAOYSA-N
Azacitidine,Approved anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:11562975,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00928,9444,Nucleoside analog DNA methyl transferase inhibitor,NMUSYJAQQFHJEW-KVTDHHQDSA-N
Azaribine,Withdrawn psoriasis treatment,FLUAV,(-)ssRNA,*,,,,,,,,Viral Genome Replication,PMID:31941776,,Orthomyxoviridae,Influenza A virus,Influenza,34,,16574,Inhibition of Viral Genome Replication,QQOBRRFOVWGIMD-OJAKKHQRSA-N
Azithromycin,Approved antibacterial,FLUAV,(-)ssRNA,,,,,,,*,,Unknown,NCT01779570,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00207,447043,,MQTOSJVFKKJCRP-BICOPXKESA-N
Berberine,Investigational anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Unknown,PMID:21683808,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB04115,2353,AMP-activated protein kinase (AMPK) activator,YBHILYKTIRIUTE-UHFFFAOYSA-N
Bortezomib,Approved anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human PSMB5,PMID:20592098,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00188,387447,Proteasome inhibitor (26S subunit),GXJABQQUPOEUTA-DOTOQJQBSA-N
Brequinar,Investigational anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Viral Genome Replication,PMID:31941776,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB03523,57030,Inhibition of Viral Genome Replication,PZOHOALJQOFNTB-UHFFFAOYSA-M
Caffeine,Approved anti-bronchopulmonary dysplasia,FLUAV,(-)ssRNA,*,,,,,,,,Viral RNA pol,PMID:25050906,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00201,2519,Adenosine-receptor antagonist,RYYVLZVUVIJVGH-UHFFFAOYSA-N
Camostat,Approved anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human PRSS1,PMID:21802447,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB13729,2536,,XASIMHXSUQUHLV-UHFFFAOYSA-N
Camptothecin,Investigational anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human TOP2,PMID:4475096,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB04690,24360,Topoisomerase I inhibitor,VSJKWCGYPAHWDS-FQEVSTJZSA-N
Chloroquine,Approved antimalarial,FLUAV,(-)ssRNA,,,,,*,,,,Unknown,NCT01078779,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00608,2719,Antimalaria agent; chemo/radio sensitizer,QKICWELGRMTQCR-UHFFFAOYSA-N
Cyclosporine,Approved immunosuppressant,FLUAV,(-)ssRNA,*,,,,,,,,Human CYPA,PMID:16382464,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00091,5284373,Calcineurin inhibitor allows for inhibition of T cell activation,PMATZTZNYRCHOR-CGLBZJNRSA-N
Diphyllin,Investigational anticancer,FLUAV,(-)ssRNA,*,,*,,,,,,Human vATPase,PMID:30587980,,Orthomyxoviridae,Influenza A virus,Influenza,34,,100492,V?ATPase Inhibitor,VMEJANRODATDOF-UHFFFAOYSA-N
Emodin,Investigational anticancer,FLUAV,(-)ssRNA,*,,*,,,,,,Multiple,PMID:29057806,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB07715,3220,,RHMXXJGYXNZAPX-UHFFFAOYSA-N
Favipiravir,Approved antiviral,FLUAV,(-)ssRNA,,,,,*,,,*,Viral RNA pol,CID:492405; NCT03394209,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB12466,492405,Viral RNA polymerase inhibitor,ZCGNOVWYSGBHAU-UHFFFAOYSA-N
Flavopiridol,Approved anticancer,FLUAV,(-)ssRNA,*,,*,,,,,,Human CDKs,PMID:27486199,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB03496,5287969,CDK inhibitor,BIIVYFLTOXDAOV-YVEFUNNKSA-N
Fluvastatin,Approved lipid-lowering,FLUAV,(-)ssRNA,*,,,,,,,,Human HMGCR,PMID:24676773,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB01095,1548972,Hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase inhibitor,FJLGEFLZQAZZCD-JUFISIKESA-N
Gemcitabine,Approved anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human RRM1,PMID:22910914,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB00441,60750,Antimetabolite; Nucleoside analog,SDUQYLNIPVEERB-QPPQHZFASA-N
Genistin, Investigational antidepressant,FLUAV,(-)ssRNA,*,,*,,,,,,Multiple,https://doi.org/10.1016/j.jef.2015.04.001,,Orthomyxoviridae,Influenza A virus,Influenza,34,,5281377,,ZCOLJUOHXJRHDI-CMWLGVBASA-N
Glycyrrhizin,Approved anti-inflammatory,FLUAV,(-)ssRNA,*,,,,,,,,Human TNF,PMID:25801933,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB13751,14982,,LPLVUJXQOOQHMX-QWBHMCJMSA-N
Itraconazole,Approved antifungal,FLUAV,(-)ssRNA,*,,*,,,,,,Multiple,PMID:30866762,,Orthomyxoviridae,Influenza A virus,Influenza,34,DB01167,55283,antifungal; hedgehog signaling inhibitor,VHVPQPYKVGDNFY-ZPGVKDDISA-N
